iter	Logloss
173	0.5711907671
174	0.5709402252
175	0.5704230985
176	0.5701585369
177	0.569836007
178	0.5695033975
179	0.5692047029
180	0.5687945772
181	0.5684599174
182	0.568100776
183	0.5676565816
184	0.5673985871
185	0.5671501784
186	0.5667691778
187	0.566382828
188	0.5659863215
189	0.5656712859
190	0.5653641354
191	0.5649341068
192	0.5646011847
193	0.5642980362
194	0.5640079815
195	0.5637321198
196	0.5636439253
197	0.5633848576
198	0.563125049
199	0.5628802911
200	0.5625683461
201	0.5622734728
202	0.5620183219
203	0.5616064865
204	0.5612590571
205	0.5611256575
206	0.5607024034
207	0.5605006555
208	0.5602885513
209	0.5599903258
210	0.5596867685
211	0.5594790252
212	0.5591076542
213	0.5589154861
214	0.5586722118
215	0.5582797205
216	0.558028458
217	0.5578686031
218	0.557579272
219	0.5573694557
220	0.5572056129
221	0.5568535602
222	0.5566142897
223	0.5564201702
224	0.5561387421
225	0.5558960699
226	0.5557041909
227	0.5553970445
228	0.5550544961
229	0.5547804851
230	0.5546307632
231	0.5543058185
232	0.5540999292
233	0.5538017087
234	0.5536311959
235	0.5533743088
236	0.5530846937
237	0.5527532383
238	0.5524743594
239	0.5522593083
240	0.5520360941
241	0.5518795146
242	0.5515488274
243	0.5511910301
244	0.5508558466
245	0.5506506474
246	0.5504013826
247	0.5501260559
248	0.5498438121
249	0.549523059
250	0.5492631381
251	0.5490428423
252	0.5488091651
253	0.5485909392
254	0.5484034474
255	0.5482415584
256	0.5478267647
257	0.5476662122
258	0.5473160015
259	0.5471869411
260	0.5469008611
261	0.5466225114
262	0.5463917649
263	0.5462034228
264	0.5459543395
265	0.5457445209
266	0.5455344564
267	0.5452699506
268	0.5450760228
269	0.5446878333
270	0.5443785126
271	0.5441783415
272	0.544073531
273	0.5438840214
274	0.5436161381
275	0.543406771
276	0.5430930581
277	0.5426980122
278	0.5425359769
279	0.5423854838
280	0.5419946219
281	0.5418204536
282	0.5416363647
283	0.5412034067
284	0.5408399534
285	0.5406014644
286	0.5404457794
287	0.5402341752
288	0.5399648404
289	0.5398244473
290	0.5395852575
291	0.539332567
292	0.5390571922
293	0.5388635403
294	0.5385328597
295	0.5383531846
296	0.5380439879
297	0.5377317155
298	0.5375582268
299	0.5374380209
300	0.5372672285
301	0.5371236669
302	0.5369393185
303	0.5366321462
304	0.536511418
305	0.5362583318
306	0.5360730453
307	0.5359329998
308	0.5357426838
309	0.5355064406
310	0.5353557142
311	0.535234504
312	0.5349907429
313	0.5348242999
314	0.5345078851
315	0.5343636956
316	0.5342306433
317	0.5340009516
318	0.5338783054
319	0.5336543784
320	0.5334858728
321	0.5331759579
322	0.5329266263
323	0.5326154806
324	0.5323622662
325	0.5320306086
326	0.5318625687
327	0.5316252214
328	0.5314012527
329	0.5312097501
330	0.5310560426
331	0.5308965733
332	0.5306813948
333	0.5304721031
334	0.530302658
335	0.530165174
336	0.5299684018
337	0.5296980702
338	0.5295033938
339	0.5293779842
340	0.5292743537
341	0.5288955
342	0.5286612913
343	0.5284244498
344	0.5283157987
345	0.5281096386
346	0.527760894
347	0.5274292246
348	0.5271896919
349	0.5269400765
350	0.5266262143
351	0.526499107
352	0.526172148
353	0.5260607746
354	0.5258748324
355	0.5257644663
356	0.5255948759
357	0.5254199988
358	0.5252803567
359	0.5251455847
360	0.5249917624
361	0.5247980666
362	0.5245306819
363	0.5243509789
364	0.524031553
365	0.5237095573
366	0.5235183433
367	0.5232070179
368	0.5230896603
369	0.5229824351
370	0.5227179928
371	0.5223632692
372	0.5220929639
373	0.5218768367
374	0.5214810435
375	0.5212440156
376	0.520930833
377	0.5206581568
378	0.5204223091
379	0.5200849226
380	0.51990154
381	0.5196401257
382	0.5193713714
383	0.5191595417
384	0.5189565854
385	0.5185994437
386	0.5184423213
387	0.5180503989
388	0.5177677062
389	0.5174692387
390	0.5171967072
391	0.5168685763
392	0.516579849
393	0.5162579584
394	0.5160483293
395	0.5158336836
396	0.5156224995
397	0.5153062844
398	0.5151517664
399	0.5149913402
400	0.514813799
401	0.5146278427
402	0.5143945212
403	0.51402141
404	0.5137751277
405	0.5134267108
406	0.5131073162
407	0.5127681735
408	0.5124341494
409	0.5121830317
410	0.5118982001
411	0.5115676195
412	0.5112502133
413	0.5108533446
414	0.5106496083
415	0.510452648
416	0.5102192656
417	0.5100264544
418	0.5097319082
419	0.5094041551
420	0.5092782649
421	0.5090622196
422	0.5087855012
423	0.5084930025
424	0.5082201974
425	0.5080296201
426	0.5077817195
427	0.5075439781
428	0.5072797423
429	0.5070421996
430	0.5068748534
431	0.5067145845
432	0.5064120299
433	0.5062600552
434	0.5060599984
435	0.5057742192
436	0.5055088307
437	0.5052320879
438	0.5049242265
439	0.5047738006
440	0.5044684605
441	0.5042320409
442	0.5039998106
443	0.5037157573
444	0.5033504053
445	0.5031494495
446	0.5028436749
447	0.5024532439
448	0.5021021465
449	0.5016692488
450	0.5013088562
451	0.5008956162
452	0.5005410674
453	0.5002652831
454	0.5000434763
455	0.4997610175
456	0.499547389
457	0.4992650768
458	0.4987454009
459	0.4983129828
460	0.4979393698
461	0.4975145061
462	0.4972274341
463	0.4969524211
464	0.4966333778
465	0.4961549876
466	0.4959529083
467	0.495682124
468	0.495271156
469	0.4951050816
470	0.4947916812
471	0.4945610602
472	0.4943165954
473	0.4940241202
474	0.4937435716
475	0.4935181077
476	0.4932200366
477	0.4928027184
478	0.4923925385
479	0.491863943
480	0.4916395295
481	0.4913788959
482	0.4909928768
483	0.490659789
484	0.4903228052
485	0.4900682302
486	0.4895318329
487	0.4892700393
488	0.4889849799
489	0.4888341311
490	0.4884143242
491	0.4880544135
492	0.4877081586
493	0.4874800754
494	0.4872580092
495	0.48705393
496	0.4866652332
497	0.4863096629
498	0.4859377264
499	0.4855811767
500	0.4853413337
501	0.4852160289
502	0.4848613582
503	0.4845076312
504	0.4842959046
505	0.4839893763
506	0.4834825192
507	0.48308279
508	0.48273764
509	0.482390816
510	0.482096906
511	0.4817368695
512	0.4815799202
513	0.4814027997
514	0.4810323701
515	0.4807283568
516	0.4804145642
517	0.4801041713
518	0.4797410753
519	0.4792707985
520	0.4790735596
521	0.4788672779
522	0.4785299735
523	0.4781046931
524	0.477728058
525	0.477364893
526	0.4771031403
527	0.476840068
528	0.4763903716
529	0.4761078041
530	0.475843147
531	0.4755731253
532	0.4750896383
533	0.4748919793
534	0.4745789684
535	0.4742627732
536	0.4739368837
537	0.4736085943
538	0.4731787855
539	0.4727858814
540	0.4724456827
541	0.4722176102
542	0.4717916001
543	0.4715745575
544	0.4713066339
545	0.4709536788
546	0.4707194264
547	0.4703864069
548	0.4701097122
549	0.4697549034
550	0.4693184058
551	0.4689898716
552	0.4685510813
553	0.4684419319
554	0.468118712
555	0.4677035813
556	0.4674970752
557	0.4671916525
558	0.4668623779
559	0.4665122649
560	0.4661774151
561	0.4658854948
562	0.4655230586
563	0.4651910416
564	0.4648407529
565	0.4644900544
566	0.4640305411
567	0.4635704949
568	0.4633012237
569	0.4630441544
570	0.4625470012
571	0.4622184989
572	0.4618853216
573	0.4615076824
574	0.4611794935
575	0.4607144876
576	0.4603384874
577	0.4600037349
578	0.4596876679
579	0.4594355824
580	0.4591889853
581	0.4588058542
582	0.4583654552
583	0.4580641471
584	0.4576938341
585	0.4574472345
586	0.4570903347
587	0.4567774875
588	0.4565827405
589	0.4562031639
590	0.4558493646
591	0.4555246544
592	0.4552848805
593	0.4550951773
594	0.4546858776
595	0.4543815999
596	0.4540826649
597	0.4536238506
598	0.4531137954
599	0.4527048297
600	0.4523232186
601	0.4520296018
602	0.4518140131
603	0.4515776885
604	0.4513313685
605	0.4510172836
606	0.4506559008
607	0.4503761079
608	0.4500335598
609	0.4498453241
610	0.4495680027
611	0.4492131655
612	0.4490206594
613	0.4487084751
614	0.4484309743
615	0.4482317851
616	0.4478488889
617	0.4475475981
618	0.4473959697
619	0.447021471
620	0.4466942048
621	0.446347891
622	0.4459396596
623	0.4455682992
624	0.445266532
625	0.4451696653
626	0.4449389526
627	0.4445824806
628	0.4441784998
629	0.4437482347
630	0.4433819
631	0.4431902345
632	0.4427871339
633	0.4425090001
634	0.4422323718
635	0.4418557678
636	0.441659342
637	0.4414660789
638	0.4412871766
639	0.4408766236
640	0.4406542737
641	0.4403522651
642	0.4400516654
643	0.439726352
644	0.4394383112
645	0.4391486637
646	0.4388532187
647	0.4385155657
648	0.4383060342
649	0.438173037
650	0.4378813205
651	0.4375608531
652	0.4372909794
653	0.4370617271
654	0.4368697073
655	0.4365513791
656	0.4362359093
657	0.4360404505
658	0.4358544263
659	0.4355967807
660	0.4352725389
661	0.4349728163
662	0.4347412098
663	0.4343934572
664	0.434162009
665	0.433845371
666	0.4335990029
667	0.4332414613
668	0.4329688889
669	0.4325711964
670	0.4323919004
671	0.4320942924
672	0.4317599216
673	0.4315327846
674	0.4313061046
675	0.4309119399
676	0.4306427208
677	0.4303908892
678	0.4301205542
679	0.4298716011
680	0.42975368
681	0.4295381556
682	0.4292883425
683	0.42888344
684	0.428626288
685	0.4283420235
686	0.4280492742
687	0.4277472055
688	0.4276026611
689	0.4272916301
690	0.4271678852
691	0.4268748334
692	0.4265135239
693	0.42621231
694	0.4258852274
695	0.425472996
696	0.425113796
697	0.4248627485
698	0.4245076725
699	0.4242279002
700	0.4239731936
701	0.423763288
702	0.4233780008
703	0.4230978991
704	0.422774448
705	0.4224712212
706	0.4221852498
707	0.4218603966
708	0.4217052742
709	0.4213516004
710	0.4211488549
711	0.4208588252
712	0.4205309433
713	0.4201991637
714	0.4199482512
715	0.4196835964
716	0.4193408884
717	0.4190633563
718	0.4187927357
719	0.4184693513
720	0.4181377248
721	0.4177887051
722	0.4174779898
723	0.4171822965
724	0.4169208806
725	0.4167038689
726	0.4164225043
727	0.4160520153
728	0.4158762906
729	0.4157694602
730	0.4154090606
731	0.4151412808
732	0.4149299246
733	0.4147690966
734	0.4145442563
735	0.4142856154
736	0.414054879
737	0.4139132921
738	0.4135958254
739	0.4134069244
740	0.4130678657
741	0.4128280074
742	0.4125392591
743	0.4122802802
744	0.4120465253
745	0.4115972602
746	0.4112917411
747	0.4110929182
748	0.410889914
749	0.4106574841
750	0.4102293604
751	0.4098823806
752	0.4095992182
753	0.4093198272
754	0.4090647101
755	0.4089173223
756	0.4087445681
757	0.4085078446
758	0.4082582419
759	0.4079102236
760	0.407718273
761	0.407467436
762	0.4071714099
763	0.4068043869
764	0.4065495595
765	0.4062817739
766	0.4060070606
767	0.4056844176
768	0.4054203743
769	0.4051651999
770	0.4049027849
771	0.4047173781
772	0.4045067199
773	0.404203425
774	0.4039530648
775	0.4037856033
776	0.4036342423
777	0.4033939841
778	0.4032494697
779	0.4031105086
780	0.4029062473
781	0.4025187501
782	0.4022964511
783	0.4020940342
784	0.401845107
785	0.4015919995
786	0.4013260351
787	0.4010082742
788	0.4007309068
789	0.400296102
790	0.4001650311
791	0.3998409634
792	0.3997037433
793	0.3993951287
794	0.3990017528
795	0.3987034684
796	0.3984419702
797	0.3983335985
798	0.3980716627
799	0.3977315254
800	0.3973865119
801	0.3970353718
802	0.3966150541
803	0.3963050021
804	0.3959735616
805	0.3955559848
806	0.3953379922
807	0.3951466936
808	0.3948382164
809	0.394571518
810	0.3943159214
811	0.3940531522
812	0.3938032312
813	0.3935987334
814	0.3935266718
815	0.3932623164
816	0.3929882837
817	0.3928688666
818	0.3926105527
819	0.3924202962
820	0.392282793
821	0.3920535102
822	0.3917657575
823	0.3915701731
824	0.3912688791
825	0.3910458695
826	0.3906860887
827	0.3904548293
828	0.3901454274
829	0.3898876467
830	0.3896154196
831	0.389246233
832	0.3888819719
833	0.3886662113
834	0.3883921503
835	0.3881975693
836	0.387949173
837	0.3877932353
838	0.3875122197
839	0.3872382734
840	0.3868932077
841	0.3865927125
842	0.3863341721
843	0.3860864592
844	0.3857715988
845	0.3854028678
846	0.3851030443
847	0.384819883
848	0.3845870078
849	0.3843414204
850	0.3840809911
851	0.383843376
852	0.3836719051
853	0.3834494003
854	0.3832054083
855	0.3829757675
856	0.3828012417
857	0.3827300344
858	0.3825138661
859	0.3822834449
860	0.3821698781
861	0.3819069804
862	0.381675669
863	0.3814223412
864	0.3812912099
865	0.3810877139
866	0.3808177451
867	0.380601789
868	0.38037528
869	0.380107645
870	0.3800512738
871	0.3797988936
872	0.3796158585
873	0.3794320584
874	0.3792212159
875	0.3789913551
876	0.3787673645
877	0.3786405047
878	0.3784049049
879	0.3782838859
880	0.3781967095
881	0.377938773
882	0.3777425097
883	0.3775695739
884	0.3773033696
885	0.3770588496
886	0.3767981344
887	0.3765139163
888	0.3763695389
889	0.3761413951
890	0.37597153
891	0.3756466862
892	0.3753677451
893	0.3752642795
894	0.3751356679
895	0.3749938696
896	0.3747605778
897	0.374483104
898	0.374327219
899	0.3740873544
900	0.3739312109
901	0.3737369196
902	0.3735442602
903	0.3731447778
904	0.3728535787
905	0.3725906007
906	0.3723210509
907	0.371999043
908	0.3718491045
909	0.3716003901
910	0.3713548454
911	0.3710629846
912	0.3708211872
913	0.370583228
914	0.3703655271
915	0.3701358424
916	0.3699139891
917	0.3697994189
918	0.3696191752
919	0.3694142139
920	0.3692234861
921	0.3690750098
922	0.3689607328
923	0.3686504632
924	0.3684758927
925	0.368355791
926	0.3681597845
927	0.3679254189
928	0.3676956975
929	0.3675201674
930	0.3672246586
931	0.3669796108
932	0.3667530589
933	0.3663555557
934	0.3661686639
935	0.3660665186
936	0.3658358984
937	0.3655650409
938	0.3654105515
939	0.3650530985
940	0.3649321773
941	0.3648113413
942	0.3646421664
943	0.3643825383
944	0.3641240672
945	0.3638315946
946	0.363747165
947	0.3634817037
948	0.3633651567
949	0.363135871
950	0.3629994885
951	0.3627442167
952	0.3625803328
953	0.3624266714
954	0.36215694
955	0.3618794141
956	0.3617000624
957	0.3615071623
958	0.3613029915
959	0.3611430207
960	0.3608302073
961	0.3606008314
962	0.3604397229
963	0.3602779766
964	0.3599708887
965	0.3597798146
966	0.3594410819
967	0.3591446121
968	0.3589592171
969	0.3587396862
970	0.3585583976
971	0.3583387126
972	0.3580741293
973	0.3579474469
974	0.3578228143
975	0.3575963944
976	0.3574834157
977	0.3572163763
978	0.3570709258
979	0.3568662561
980	0.3566093506
981	0.3563355088
982	0.3560818722
983	0.3559321756
984	0.3556842622
985	0.3554628494
986	0.3551705865
987	0.354912322
988	0.3546403272
989	0.3543820704
990	0.3542619635
991	0.3541488516
992	0.353806307
993	0.3535124514
994	0.353202819
995	0.3530866029
996	0.3527776822
997	0.3526132448
998	0.3523352521
999	0.352115705
